job_title,job_country,job_city,job_category,job_responsibility,job_available
24,22989-存储Web前端开发工程师(腾讯云全资子公司),中国,西安,技术,负责腾讯云COS对象存储的管理控制台、运营系统、私有化部署管控系统及客户端工具的开发和维护工作。,True
25,35604-商业直播产品中心web前端开发,中国,深圳,技术,"1、腾讯娱乐直播平台前端；负责NOW直播、QQ附近、花样直播、语音交友等娱乐直播所有业务及其新业务的web前端架构设计和研发；
2、负责IVWEB(https://ivweb.io/)团队的开源项目建设和工具研发。",True
26,PCG15-腾讯直播中台web前端开发（深圳）,中国,深圳,技术,"负责直播SDK中内嵌H5的研发工作；
负责直播SDK配套工具的研发工作，包括主播/工会的管理系统、业务运营系统、秩序监管系统等。",True
27,TEG02-Web前端开发工程师,中国,深圳,技术,"负责海量网络规划及自动化建设平台的web端开发工作；
负责海量网络运营支撑系统的web端开发工作
负责上述存量系统的运营支撑工作。",True
28,32268-腾讯视频web前端开发工程师（深圳）,中国,深圳,技术,负责腾讯视频主站的web前端开发； 负责腾讯视频移动端H5页面的前端开发； 负责腾讯视频web页面服务的后台开发（nodejs）； 负责腾讯视频公共js类库的编写和优化。,True
29,37087-web前端开发,中国,深圳,技术,"负责互动阅读产品，轻游戏产品前端开发维护工作；
负责产品运营工具、管理工具的开发维护工作；
负责实现突破web多终端设备限制，为更多用户群体提供随时随地的线上生活体验。",True
30,25664-Web前端开发工程师（腾讯云全资子公司）（重庆）,中国,重庆,技术,"参与产品的Web前端开发工作
（包括PC网页、以及移动端H5、公众号H5、小程序开发）；
与设计师沟通，完成设计交互的UI实现；
与后端开发人员紧密配合，完成项目；
维护已有线上项目，根据客户需求修改网页。
（注：此岗位为腾讯集团旗下全资子公司编制岗位）",True
31,19332-企点Web前端开发工程师(腾讯云全资子公司),中国,西安,技术,"岗位职责：
负责腾讯ToB产品腾讯企点账户中心、融合工作台、工单系统、营销自动化系统等平台或系统的前端开发和维护工作；
负责前端团队内部框架或组件的研发和维护工作；
负责重点项目的前端技术方案和架构的研发和维护工作；",True
32,29777-泛工业云web前端开发工程师(腾讯云全资子公司）,中国,西安,技术,负责腾讯泛工业互联网web平台和SaaS服务的研发和持续迭代工作； 负责项目开发中重点、难点技术攻坚； 与后端一起完成系统的对接联调及集成工作； 参与前端标准化，探索前端新技术并落地实践。,True
33,22989-存储Web前端开发,中国,深圳,技术,负责腾讯云COS对象存储的管理控制台、运营系统、私有化部署管控系统及客户端工具的开发和维护工作,True
34,22989-web前端开发工程师（腾讯云全资子公司）,中国,长沙,技术,"1.负责腾讯云DNSPod产品的系统研发工作；
2.完成系统前端功能及后端逻辑代码实现；
3.保障产品页面质量/性能表现，保证研发进度。",True
35,CSIG02-智慧教育web前端开发工程师（腾讯云全资子公司）,中国,长沙,技术,"负责智慧教育相关项目H5/小程序/web开发、架构设计和优化工作；
和产品经理、设计师、后台开发等讨论产品设计，共同制定出最优解决方案；
优化研发流程，确保产品的交付质量和效率，保障产品和服务的稳定性。",True
36,26563-web前端开发工程师（深圳）,中国,深圳,技术,"负责WeGame&掌上WeGame等平台的活动运营、平台功能的前端研发工作；
持续优化web前端呈现、自动生成能力，提升用户体验和开发效率；
进行技术预研，完善前端框架和工具，将新技术落地到产品",True
37,TEG12-web前端开发工程师（深圳）,中国,深圳,技术,"负责腾讯数据中心业务系统的前端开发;
负责前端二维、三维图形（主要是数据中心内设施设备的二维三维展示）相关产品研发;
负责业务系统移动端及前端公共组件的设计开发；",True
38,22989-腾讯专有云Web前端开发工程师,中国,深圳,技术,"1.负责腾讯专有云web平台和云产品的研发和持续迭代工作；
2. 负责前端交付效率工具的设计与研发
3.负责项目开发中重点、难点技术攻坚；
4.与后端一起完成系统的对接联调及集成工作；
5.参与前端标准化，探索前端新技术并落地实践。",True
39,25664-Web前端开发工程师(深圳/广州)（深圳）,中国,深圳,技术,"参与产品的Web前端开发工作
（包括PC网页、以及移动端H5、公众号H5、小程序开发）；
与设计师沟通，完成设计交互的UI实现；
与后端开发人员紧密配合，完成项目；
维护已有线上项目，根据客户需求修改网页
",True
40,22989-腾讯云容器产品web前端开发工程师,中国,深圳,技术,"负责腾讯云容器产品前端开发工作；
负责前端页面的开发，性能优化，安全加固，优化体验优化；
负责前端架构建设，公共组件的设计开发，研发工具建设，提高研发效率和研发质量；
负责相关接入层开发，主要用nodejs；
负责项目技术难题攻关和新技术预研。",True
41,29777-泛工业互联网web前端开发高级工程师（深圳/杭州）（深圳）,中国,深圳,技术,"负责腾讯泛工业互联网web平台和SaaS服务的研发和持续迭代工作； 
负责项目开发中重点、难点技术攻坚； 
与后端一起完成系统的对接联调及集成工作； 
参与前端标准化，探索前端新技术并落地实践。",True
42,27455-Web前端开发工程师,中国,深圳,技术,"负责5G相关运营管理系统的前端开发和维护，参与产品的技术选型和调研； 
与产品经理、交互设计师一起讨论产品设计，与后台工程师合作制定最佳技术实现方案；
前沿技术学习研究和应用；",True
43,25663-腾讯云国际化业务web前端开发（深圳）,中国,深圳,技术,"主要负责腾讯云国际业务的本地化相关工作。
1.负责本地化结算的前端架构与业务开发；
2.负责内部工具、运营系统建设，追求更高研发效率；
3.负责对新技术的预研、落地。",True
44,WXG10-企业微信web前端开发工程师-私有化（深圳）,中国,深圳,技术,"负责企业微信Web前端开发和优化工作；
支持前端工程化建设，包括流程、规范、工具的建设等。",True
45,WXG10-企业微信web前端开发工程师（成都）,中国,成都,技术,"负责企业微信Web前端开发和优化工作；
支持前端工程化建设，包括流程、规范、工具的建设等。",True
46,25924-高级web前端开发工程师,中国,上海,技术,"1、负责腾讯游戏内容中台前端相关业务需求的研发工作
2、参与前端工程化体系建设，提升开发效率
3、与各个角色团队配合完成项目规划、设计与开发",True
47,20354-腾讯云安全产品Web前端开发,中国,深圳,技术,"参与腾讯云安全云鼎实验室安全产品前端开发；
参与相关产品的运营和监控系统的开发",True
48,25923-高级web前端开发工程师（深圳）,中国,深圳,技术,"负责腾讯手游加速器前端H5开发；
负责腾讯电竞技术中台多个Saas服务开发；
负责系统优化，效率工具、技术平台建设，新技术调研与应用等；
主导团队前端能力体系建设和规划，不断提升技术能力和开发效率。",True
49,CSIG07-WEB前端开发（企业安全方向）,中国,深圳,技术,"负责部门企业安全的官网开发和维护工作；
负责部门企业安全类业务项目的前端开发与维护；
负责部门企业安全项目小程序的前端开发和维护。",True
