job_title,job_country,job_city,job_category,job_responsibility,job_available
38,WXG08-117 微信服务搜索运营开发工程师（广州）,中国,广州,技术,负责微信服务搜索运营平台的建设，微信服务搜索商户端的开发工作。,True
39,28601-微信支付行业运营开发工程师,中国,深圳,技术,"负责微信支付行业运营相关的系统设计与建设；通过系统优化运营效能，助力行业业务快速增长。

",True
40,22989-CDN运营开发工程师,中国,深圳,技术,"负责腾讯云CDN运营支持系统的建设和研发工作，确保相关系统稳定可靠运行；
参与CDN运营系统的需求分析、评审、开发和数据运营工作，为计费/成工作决策提供数据支撑。",True
41,30359-欧拉-运营开发工程师（北京）（深圳）,中国,北京,技术,"1、建设PCG数据资产管理平台（欧拉平台），提升PCG数据运营的质量和效率
2、负责欧拉平台系统Web前后端架构/代码层面的专项分析优化，对代码研发质量和系统性能负责。",True
42,28603-微信支付运营开发专家（深圳）,中国,深圳,技术,"负责微信支付研发支撑系统的技术研究、方案选型、系统集成和落地，构建业界领先的研发效能支撑平台；
负责微信支付质量保障工具系统的技术研究、方案选型和落地，构建业界领先的质量保障方案及体系。",True
43,22989-专有云运营开发工程师（腾讯云全资子公司）,中国,西安,技术,"1. 负责腾讯专有云内部效率工具的研发和维护。
2. 负责项目交付部署相关平台工具的研发。
3. 负责DevOps相关平台工具的研发。
此岗位为腾讯集团旗下全资子公司编制岗位",True
44,30359-欧拉-运营开发工程师（深圳）,中国,深圳,技术,"1、建设PCG数据资产管理平台（欧拉平台），提升PCG数据运营的质量和效率
2、负责欧拉平台系统Web前后端架构/代码层面的专项分析优化，对代码研发质量和系统性能负责。",True
45,22989-专有云交付平台高级运营开发工程师（深圳/北京）,中国,深圳,技术,负责腾讯专有云交付平台的日常运营，新产品的接入、测试、运维等相关工作。,True
46,22989-腾讯云资深运营开发工程师（深圳）,中国,深圳,技术,"负责腾讯云基础设施运营平台系统的架构设计和开发，包括监控告警、自动化平台、运营分析、大数据处理集群等系统的开发与维护；
通过运维自动化、智能化的建设，提升腾讯云运维效率与质量；
通过机器学习、海量数据处理等相关技术，支持腾讯云智能化运维及精细化运营。",True
47,22989-虚拟化平台运营开发工程师（深圳）,中国,深圳,技术,"负责运营支撑平台、运维自动化平台及其组件的设计和开发；
负责优化、改进运维支持系统，并保证其安全高效稳定的运行；
参与运营平台、运维系统的需求分析、设计、编码；
负责开发、完善运维内部系统及辅助系统，提升运维质量及效率；
通过技术手段控制和优化成本，提升资源使用率。",True
48,22989-视频云运维/运营开发岗,中国,深圳,技术,"负责视频云直播重点客户的需求分析、质量优化和系统设计
 负责优化、改进直播系统，保证其安全高效稳定的运行；
 负责开发、完善相关运营系统和辅助系统，提升运维质量及效率；
 通过技术手段控制和优化成本，提升资源使用率；
 市场新技术的预研和应用开发。",True
49,HY6-互娱运营开发工程师（深圳）,中国,深圳,技术,"负责腾讯王者人生和游戏人生app的运营开发工作；
负责赛事和区域运营需求开发工作。",True
