job_title,job_country,job_city,job_category,job_responsibility,job_available
28,25924-内容AI算法工程师（上海）,中国,上海,技术,"负责内容领域尤其是游戏场景的算法应用研究和工程落地工作 ，包括但不限于如下方向：
机器学习和自然语言处理相关算法工作如内容质量，内容建模，文本生成等。
计算机视觉相关算法落地工作如视频处理，视频质量，视频结构化，游戏视频生成等。",True
29,25924-游戏内容推荐高级算法工程师（深圳）,中国,深圳,技术,"基于海量游戏数据，设计并实现推荐算法，为用户提供全面的游戏资讯服务；
研发适合在游戏资讯推荐系统中应用的机器学习算法和工具，参与推荐系统的开发与优化；
协助游戏资讯推荐类产品优化，为产品研发和运营提供决策支持。",True
30,20503-优图智慧工业售前解决方案架构师,中国,深圳,技术,"1. 负责工业智能领域的方案规划和技术沟通，捕捉行业客户业务痛点，结合腾讯优图视觉AI技术能力挖掘项目机会。
2. 负责对工业制造企业的需求进行分析和评估，提供针对性的解决方案设计。配合业务团队将商机转化为可落地项目，并作为优图侧技术owner跟进项目实施和交付。
3. 负责客户需求沟通、技术宣讲等工作，负责相关文档撰写。
4. 负责把业务问题转化为明确的技术问题、算法问题，组织团队内部讨论，输出相关技术方案并沉淀。
5. 负责工业智能相关领域的需求调研、市场分析等工作。",True
31,22989-腾讯云客户端高级研发工程师（深圳）,中国,深圳,技术,"- 负责腾讯云计算机视觉客户端产品的架构设计，提供高可用、高安全和高性能的ToB商业服务；
- 负责通过组件和工具的开发，提升团队工作效率，持续打磨服务质量和性能，提升AI视觉产品的竞争力；
- 负责基于腾讯云AI的能力，推进智慧行业创新发展，落地行业完整解决方案，助力行业数据增长。",True
32,WXG02-122 微信图像识别专家算法工程师（视频号）(广州/深圳）,中国,深圳,技术,负责微信视频号视频内容理解相关算法研发，跟进计算机视觉领域前沿技术并应用到视频号推荐中。,True
33,WXG02-122 微信图像识别专家算法工程师（视频号）（广州）,中国,广州,技术,负责微信视频号视频内容理解相关算法研发，跟进计算机视觉领域前沿技术并应用到视频号推荐中。,True
34,TEG11-内容理解算法研究员,中国,北京,技术,"负责视频推荐（召回）的研发工作；
负责推荐相关机器学习技术的研究工作；
负责视频推荐中短视频内容特征识别和研发。",True
35,CSIG02-steam教育高级产品策划经理（深圳）,中国,深圳,产品,"负责中小学教育场景的产品规划和落地工作；
能够基于教育局、学校、教师需求，不断优化和打磨产品；
深入研究中小学教育课标、教材；了解体制内学校教学目标、内容、场景；
掌握行业趋势，定期跟踪、分析动态及竞品，并提出相应的产品对策；
可独立完成调研、设计、协调内外部资源，高质量地推进项目落地，参与产品运营和推广，并通过效果分析，不断推动产品优化。",True
36,TEG09-视频编转码高级工程师（深圳/北京）,中国,深圳,技术,"研发和优化点播 /直播编转码系统；
对于基于视频内容的感知编码、视频的预处理及工程优化、视频得分的评价体系、硬件编码等提供解决方案； 
为客户提供清晰度高/流畅度好/低成本 的点播/直播转码服务。",True
37,TEG17-图像图形算法研究员,中国,深圳,技术,"针对应用场景研发最新的CV、CG算法
快速复现学界业界最新的算法并提出改进方案，并和工程师一起将前沿算法优化至可商用的程度
研究和开发用来高保真的3D人脸和人体建模、渲染、动画相关的算法
在顶级会议或期刊上发表计算机视觉和图形学高质量学术论文
",True
38,WXG02-122 微信图像识别算法工程师（视频号）(广州/深圳）,中国,广州,技术,负责微信视频号视频内容理解相关算法研发,True
39,33370-自动驾驶3D点云感知算法工程师（北京）,中国,北京,技术,"•负责激光/毫米波三维点云目标检测和跟踪的技术难点攻关和前瞻调研
•负责算法的代码实现，效果性能优化以及车端部署/调试/分析
",True
40,30361-深度学习GAN（生成对抗网络）研究员,中国,上海,技术,"工作职责：
1. 负责生成对抗网络（GAN）在风格迁移、人脸表情动作生成、人脸编辑等相关算法的研究与开发；
2. 负责生成对抗网络（GAN）等新技术的应用落地和探索。
3. 深度学习核心算法（CNN、RNN、GAN等）的研发；
4. 与产品开发团队协作实现公司核心算法平台的技术迭代与优化，完成产品开发周期的升级迭代。",True
41,WXG02-122 微信图像识别算法工程师（视频号）(广州/深圳）,中国,深圳,技术,负责微信视频号视频内容理解相关算法研发,True
42,20503-优图视频AI算法高级研究员,中国,上海,技术,"负责检测、分割、追踪等计算机视觉前沿算法研究跟进与效果性能产品化调优；
负责相关领域的技术影响力建设，包括但不限于已有成果的包装和新的创新性研究；",True
43,WXG02-微信视图像编辑与生成高级工程师（视频号）（北京/深圳/广州/成都）,中国,北京,技术,负责视频和图像的编辑与生成，视频和图像滤镜、特效的算法研究与性能优化、应用等。,True
44,WXG02-微信图像编辑与生成高级工程师（视频号）（北京/深圳/广州/成都）,中国,深圳,技术,负责视频和图像的编辑与生成，视频和图像滤镜、特效的算法研究与性能优化、应用等。,True
45,WXG02-微信视频图像处理高级工程师（视频号）（北京/深圳/广州/成都/上海）,中国,深圳,技术,负责视频图像前后处理算法与前沿技术研究，主要面向微信视频通话、图片和视频文件类业务，以及未来视频图片相关新应用。,True
46,WXG02-微信视频图像处理高级工程师（视频号）（北京/深圳/广州/成都/上海）,中国,北京,技术,负责视频图像前后处理算法与前沿技术研究，主要面向微信视频通话、图片和视频文件类业务，以及未来视频图片相关新应用。,True
47,PCG22-创新项目推荐算法工程师（深圳）,中国,深圳,技术,"负责创新项目相关内容产品的个性化推荐算法、多模态搜索算法研究和业务落地；
跟进前沿算法在推荐系统的创新应用，包括但不限于用户表示学习、排序模型、多目标网络设计、强化学习RL在推荐系统中应用等方向。",True
48,22989-云服务图像算法开发工程师（北京）,中国,北京,技术,"负责智能图像／视频相关核心技术算法与产品化等研究工作，包括但不限于如下方向：人脸检测和识别、静态／动态物体检测、场景识别、OCR文本识别等；
跟踪学术界和业界最新进展，并且能够快速应用到业务中；
进行技术分享、专利申请和学术文章发表，提高腾讯在计算机视觉/多媒体领域的的技术影响力。",True
49,30361-人脸算法研发工程师,中国,上海,技术,"1. 负责人脸检测、配准、跟踪等关键技术研究；
2. 负责人脸相关技术和产品的研发和落地。",True
