job_title,job_country,job_city,job_category,job_responsibility,job_available
20,CSIG17-安全专项测试开发工程师,中国,深圳,技术,"负责腾讯安全相关产品的性能稳定性测试，以及性能质量体系化提升相关工作
分析系统相关架构，设计度量指标，编写数据采集等工具，构建分析与监控能力
针对安全产品的性能、稳定性、可靠性开展专项测试与调优，保障和提升产品质量。 ",True
21,CSIG17-地图后台高级测试开发工程师,中国,北京,技术,"1，负责腾讯地图业务后台的质量保证工作，通过对后台架构、代码到产品的全面理解，发现产品的弱点，定位缺陷并推动修复；
2，参与到腾讯地图后台高可用系统的稳定性保障工作中，通过对后台架构的深入研究，对其进行相应功能性、性能、稳定性等质量保证；
3，有精益思想，能通过自动化建设、CI/CD流程优化、以及推进质量内建等方式优化研发效率；",True
22,CSIG17-乘车码后台高级测试开发工程师,中国,深圳,技术,"1，负责乘车码业务后台的质量保证工作，通过对后台架构、代码到产品的全面理解，发现产品的弱点，定位缺陷并推动修复；
2，参与到乘车码高可用系统的稳定性保障工作中，通过对后台架构的深入研究，对其进行相应功能性、性能、稳定性等质量保证；
3，有精益思想，能通过自动化建设、CI/CD流程优化、以及推进质量内建等方式优化研发效率；",True
23,30620-腾讯广告微信广告测试开发工程师（深圳）,中国,深圳,技术,"深入业务，参与微信广告测试效率提升工作建设：包括但不限于持续集成，自动化测试，docker系统，mock系统建设，终端专项等；
负责挖掘能提升广告测试质量的工具需求，规划并能独立完成工具架构和模块设计，开发工作；
能够在关键技术上给与团队技术指引和支持；
为团队探索和引入行业相关测试技术和理念，并推动实施。",True
24,PCG04-移动端测试开发工程师（深圳）,中国,深圳,技术,"负责基于移动端APP的效能提升实施，以及相应工具的开发；
包括自动化测试实施，依赖分析工具开发，覆盖率工具开发。",True
25,PCG04-腾讯视频测试开发工程师（深圳）,中国,深圳,技术,"1、负责支持和优化项目研发效率；
2、通过工具引入、打通、建设提升项目团队研发流程顺畅度和自动化能力，保障项目效率和质量提升。",True
26,15851-游戏专项测试开发工程师(深圳),中国,深圳,技术,负责移动游戏产品的测试工作，包括功能、性能、自动化、代码质量等维度。,True
27,18425-海外钱包系统测试/测试开发(西安),中国,西安,技术,"负责海外钱包业务的测试工作
负责后台接口自动化测试以及自动化测试体系的建设；
承担安全、性能、可靠性、兼容性等专项测试工作；
参与测试工具及平台开发，推动研发流程优化，提升研发效能；
参与研究与探索前沿测试技术，辅助提升质量和效率。

",True
28,PCG04-测试开发工程师（深圳）,中国,深圳,技术,"负责支持和优化项目研发效率；
通过工具引入、打通、建设提升项目团队研发流程顺畅度和自动化能力，保障项目效率和质量提升。",True
29,25927-高级测试开发工程师（深圳）,中国,深圳,技术,"负责游戏专项测试工具的开发、维护和完善；
负责游戏整体的质量把控，制定测试方案、计划、跟踪实施，监控项目外网质量并实施改进；
负责收集和分析业务测试需求，探索更多的测试手段和维度，帮助提升部门的测试质量、效率和深度。",True
